Time,px,py,pz,ox,oy,oz,ow,fx,fy,fz
46.013,1.945,2.708,1.771,0.352,-0.617,-0.516,0.461,3.930,1.996,1.884
46.245,1.893,2.737,1.802,0.242,-0.797,-0.508,0.180,4.897,-1.321,4.059
46.360,1.875,2.762,1.806,0.180,-0.844,-0.484,0.094,3.352,-1.074,4.332
46.468,1.862,2.796,1.809,0.109,-0.883,-0.445,0.031,2.438,-0.502,4.411
46.570,1.856,2.825,1.809,0.055,-0.906,-0.406,0.000,1.983,-0.027,4.473
46.674,1.854,2.854,1.806,0.008,-0.922,-0.367,-0.008,1.721,0.451,4.534
46.811,1.856,2.885,1.798,-0.055,-0.945,-0.297,-0.023,1.573,0.977,4.530
46.917,1.858,2.890,1.795,-0.078,-0.953,-0.273,-0.023,1.514,1.269,4.536
47.019,1.861,2.892,1.792,-0.102,-0.953,-0.250,-0.031,1.443,1.406,4.587
47.121,1.864,2.892,1.788,-0.133,-0.953,-0.242,-0.031,1.374,1.497,4.588
47.222,1.864,2.889,1.785,-0.156,-0.953,-0.227,-0.047,1.168,1.607,4.571
47.394,1.858,2.885,1.786,-0.203,-0.945,-0.219,-0.094,0.882,1.758,4.509
47.521,1.856,2.880,1.788,-0.227,-0.938,-0.219,-0.117,0.836,1.730,4.498
47.623,1.856,2.880,1.788,-0.227,-0.938,-0.219,-0.117,0.923,1.677,4.501
47.727,1.862,2.876,1.790,-0.211,-0.938,-0.234,-0.086,1.059,1.581,4.517
47.836,1.866,2.879,1.790,-0.180,-0.945,-0.234,-0.070,1.164,1.508,4.587
47.944,1.868,2.884,1.789,-0.156,-0.953,-0.234,-0.055,1.266,1.476,4.587
48.075,1.868,2.884,1.789,-0.156,-0.953,-0.234,-0.055,1.346,1.462,4.588
48.182,1.866,2.888,1.788,-0.125,-0.961,-0.234,-0.047,1.467,1.461,4.586
48.303,1.869,2.890,1.787,-0.094,-0.961,-0.234,-0.023,1.590,1.473,4.570
48.529,1.872,2.887,1.787,-0.125,-0.961,-0.234,-0.039,1.396,1.485,4.585
48.638,1.870,2.884,1.789,-0.156,-0.953,-0.234,-0.055,1.224,1.513,4.587
48.740,1.869,2.881,1.790,-0.180,-0.945,-0.234,-0.078,1.093,1.582,4.555
